date,ph,avspeedtot,avspeed15,motile,indiv
14.02.2011,7.6,12.25973825,36.03421537,0.21,5
14.02.2011,7.6,21.49934,29.33448,0.67,5
14.02.2011,7.6,9.888538873,29.13649395,0.14,5
14.02.2011,7.6,11.13550036,35.03784169,0.21,5
14.02.2011,7.6,12.10920101,34.2791719,0.24,5
14.02.2011,7.6,16.52277493,40.41641987,0.27,5
14.02.2011,7.6,13.78610013,39.75430855,0.24,5
14.02.2011,7.6,14.7600408,40.96251297,0.19,5
15.02.2011,7.6,33.03520294,47.60806225,0.65,6
15.02.2011,7.6,22.33732443,40.29744441,0.48,6
15.02.2011,7.6,26.66002784,45.14888142,0.53,6
15.02.2011,7.6,18.89413369,39.63352394,0.39,6
15.02.2011,7.6,21.66999271,39.56103689,0.43,6
15.02.2011,7.6,28.69677677,43.85437528,0.58,6
15.02.2011,7.6,29.20395813,45.84572171,0.56,6
15.02.2011,7.6,28.1101078,44.86450022,0.57,6
15.02.2011,7.6,23.87665449,42.02103832,0.48,6
15.02.2011,7.6,20.98148721,39.64892169,0.43,6
16.02.2011,7.6,17.66968015,37.59101178,0.36,7
16.02.2011,7.6,17.63114258,37.5952225,0.38,7
16.02.2011,7.6,19.25649562,40.95530317,0.36,7
16.02.2011,7.6,12.15585166,31.13324345,0.26,7
16.02.2011,7.6,21.48050668,35.84105921,0.45,7
16.02.2011,7.6,14.39659645,37.84124872,0.28,7
16.02.2011,7.6,17.24216103,40.71493571,0.32,7
16.02.2011,7.6,20.64890606,40.9662872,0.42,7
16.02.2011,7.6,18.71216027,33.20165951,0.44,7
17.02.2011,7.6,25.6567331,44.19717333,0.51,8
17.02.2011,7.6,25.05610093,49.39922168,0.45,8
17.02.2011,7.6,25.48890803,48.86769027,0.47,8
17.02.2011,7.6,22.66087014,45.908435,0.43,8
17.02.2011,7.6,20.91111518,42.6509693,0.42,8
17.02.2011,7.6,20.9977445,45.90326119,0.39,8
17.02.2011,7.6,23.51579062,45.97385504,0.45,8
17.02.2011,7.6,23.59765548,45.97385504,0.45,8
17.02.2011,7.6,20.31938756,40.39532124,0.42,8
17.02.2011,7.6,16.49944362,38.25581429,0.37,8
18.02.2011,7.6,16.17840906,38.13332411,0.31,9
18.02.2011,7.6,19.7004326,49.25050348,0.32,9
18.02.2011,7.6,17.33280511,39.48355174,0.37,9
18.02.2011,7.6,11.75730294,34.04304294,0.2,9
18.02.2011,7.6,11.75397339,34.27089284,0.2,9
18.02.2011,7.6,21.88105814,47.3512404,0.36,9
18.02.2011,7.6,17.41013106,44.167424,0.29,9
18.02.2011,7.6,14.99062816,38.84132385,0.3,9
18.02.2011,7.6,15.12494423,28.3372769,0.41,9
18.02.2011,7.6,13.81610957,29.43769439,0.26,9
21.02.2011,7.6,15.38213461,35.6961195,0.3,10
21.02.2011,7.6,19.16033746,40.38161556,0.38,10
21.02.2011,7.6,13.10304758,31.98072059,0.27,10
21.02.2011,7.6,22.32721361,39.09957356,0.47,10
21.02.2011,7.6,16.50433816,36.84361736,0.31,10
21.02.2011,7.6,21.4807228,43.15879419,0.37,10
21.02.2011,7.6,14.27741231,27.843236,0.39,10
21.02.2011,7.6,29.73723421,46.322974,0.59,10
21.02.2011,7.6,20.49314314,33.25508481,0.49,10
21.02.2011,7.6,24.9983521,41.10066403,0.54,10
22.02.2011,7.6,32.30807521,44.44273429,0.67,11
22.02.2011,7.6,25.23181035,39.87406371,0.55,11
