Plant ID,Shelter,Plot,Pot,Species,Amount,Frequency,1st leaf measurement,1st plant height measurement,2nd leaf measurement,2nd plant height measurement,Above-ground biomass,Below-ground biomass,Above- to below-ground ratio,Sp_name,Type
531,6,35,608,Golden alexanders,90,15,24,30,24,18,2.4248,5.0417,7.423292643,Zizia,eudicot
529,6,36,627,Golden alexanders,90,30,16,23,15,19,2.1627,2.2865,8.785314653,Zizia,eudicot
662,7,37,650,Golden alexanders,70,3,16,23,52,38.5,2.6216,1.608,14.68568813,Zizia,eudicot
684,7,38,670,Golden alexanders,70,15,15,11,53,13.5,2.9122,5.9269,4.635670627,Zizia,eudicot
700,7,39,693,Golden alexanders,70,30,17,38,32,11,2.6351,2.2414,4.174414633,Zizia,eudicot
629,7,40,702,Golden alexanders,90,3,16,24,42,13.5,3.2894,4.4396,4.104091932,Zizia,eudicot
626,7,41,717,Golden alexanders,90,15,7,12,21,31,1.6168,1.4499,19.1736764,Zizia,eudicot
627,7,42,739,Golden alexanders,90,30,16,11,82,9.5,3.3117,3.6765,2.868617326,Zizia,eudicot
796,8,43,764,Golden alexanders,70,3,19,15,37,13,2.6557,5.2726,4.895131227,Zizia,eudicot
701,8,44,766,Golden alexanders,70,15,15,14,15,10,1.7137,2.0341,5.83532707,Zizia,eudicot
748,8,45,794,Golden alexanders,70,30,32,30,22,33,2.2127,1.7102,14.91390609,Zizia,eudicot
717,8,46,805,Golden alexanders,90,3,26,17,38,31,3.8347,8.8557,8.084074373,Zizia,eudicot
744,8,47,830,Golden alexanders,90,15,27,35,27,38.5,2.3946,3.5918,16.07784181,Zizia,eudicot
770,8,48,852,Golden alexanders,90,30,34,17,39,17,4.2073,4.1085,4.040596107,Zizia,eudicot
880,9,49,867,Golden alexanders,70,3,18,11,28,17,2.9003,3.2208,5.861462607,Zizia,eudicot
803,9,50,874,Golden alexanders,70,15,56,25,26,18,3.001,1.8404,5.998000666,Zizia,eudicot
858,9,51,903,Golden alexanders,70,30,25,14,31,13,2.536,2.8381,5.126182965,Zizia,eudicot
857,9,52,919,Golden alexanders,90,3,18,12,54,11,3.3414,4.9253,3.292033279,Zizia,eudicot
860,9,53,937,Golden alexanders,90,15,28,17,38,19,2.8497,4.6082,6.667368495,Zizia,eudicot
824,9,54,952,Golden alexanders,90,30,23,14,35,18,2.4341,4.3833,7.394930364,Zizia,eudicot
915,10,55,964,Golden alexanders,70,3,15,29,12,18,2.0005,2.3265,8.997750562,Zizia,eudicot
939,10,56,988,Golden alexanders,70,15,24,27,25,15,2.8584,4.8824,5.247691016,Zizia,eudicot
924,10,57,1007,Golden alexanders,70,30,17,12,39,17,2.3083,3.7743,7.364727288,Zizia,eudicot
946,10,58,1025,Golden alexanders,90,3,28,34,17,33,4.5709,4.7982,7.219584764,Zizia,eudicot
989,10,59,1053,Golden alexanders,90,15,18,18,83,57,10.442,8.7742,5.458724382,Zizia,eudicot
916,10,60,1057,Golden alexanders,90,30,26,36,23,36,3.5883,4.311,10.03260597,Zizia,eudicot
20,1,1,5,Gray goldenrod,70,3,12,13,37,54,5.5593,1.4036,9.713453133,Solidago,eudicot
30,1,2,21,Gray goldenrod,70,15,18,14,52,57,8.9976,3.4117,6.335022673,Solidago,eudicot
3,1,3,37,Gray goldenrod,70,30,20,11,45,59.5,7.1092,3.6512,8.369436786,Solidago,eudicot
71,1,4,67,Gray goldenrod,90,3,8,11,22,60,6.8978,1.2024,8.698425585,Solidago,eudicot
12,1,5,74,Gray goldenrod,90,15,18,12,58,64,10.1696,2.1737,6.293266205,Solidago,eudicot
11,1,6,92,Gray goldenrod,90,30,8,8,15,10,4.8014,0.8848,2.082725872,Solidago,eudicot
110,2,7,107,Gray goldenrod,70,3,25,13,13,62,2.2267,3.3486,27.84389455,Solidago,eudicot
126,2,8,128,Gray goldenrod,70,15,27,17,50,65,7.8764,2.0623,8.252501143,Solidago,eudicot
117,2,9,145,Gray goldenrod,70,30,15,13,31,59,9.9148,1.3443,5.950699964,Solidago,eudicot
185,2,10,174,Gray goldenrod,90,3,17,10,64,22,12.8411,6.718,1.713248865,Solidago,eudicot
180,2,11,192,Gray goldenrod,90,15,18,12,54,72,13.1114,2.9707,5.491404427,Solidago,eudicot
113,2,12,199,Gray goldenrod,90,30,17,16,34,72.5,9.703,1.8724,7.471915902,Solidago,eudicot
207,3,13,216,Gray goldenrod,70,3,14,17,18,65.5,4.3551,0.6501,15.03983835,Solidago,eudicot
259,3,14,241,Gray goldenrod,70,15,15,14,35,76,10.2597,1.9698,7.407624005,Solidago,eudicot
277,3,15,263,Gray goldenrod,70,30,12,17,75,82,10.2504,1.8681,7.999687817,Solidago,eudicot
265,3,16,277,Gray goldenrod,90,3,20,17,50,53,11.2816,3.0103,4.697915189,Solidago,eudicot
296,3,17,301,Gray goldenrod,90,15,24,10,47,55,7.314,4.4665,7.519824993,Solidago,eudicot
262,3,18,317,Gray goldenrod,90,30,13,14,86,67,11.6185,2.5792,5.766665232,Solidago,eudicot
346,4,19,329,Gray goldenrod,70,3,18,13,52,75,11.0603,1.5508,6.781009557,Solidago,eudicot
307,4,20,342,Gray goldenrod,70,15,22,13,74,68,15.2872,3.9128,4.448165786,Solidago,eudicot
367,4,21,371,Gray goldenrod,70,30,13,12,32,15.5,4.2152,1.9971,3.677168343,Solidago,eudicot
353,4,22,385,Gray goldenrod,90,3,25,12,46,60,9.6831,1.6902,6.196362735,Solidago,eudicot
328,4,23,398,Gray goldenrod,90,15,30,9,23,13,5.1549,2.1408,2.521872393,Solidago,eudicot
315,4,24,413,Gray goldenrod,90,30,17,16,40,16,8.1127,2.9804,1.972216401,Solidago,eudicot
414,5,25,430,Gray goldenrod,70,3,8,9,56,61,11.3503,1.0419,5.374307287,Solidago,eudicot
456,5,26,456,Gray goldenrod,70,15,21,12,53,60.5,11.1251,2.6454,5.438153365,Solidago,eudicot
463,5,27,477,Gray goldenrod,70,30,16,18,40,67,10.1446,1.6348,6.604498945,Solidago,eudicot
422,5,28,489,Gray goldenrod,90,3,5,9,9,58,8.5671,0.8227,6.77008556,Solidago,eudicot
482,5,29,511,Gray goldenrod,90,15,7,13,50,60,7.7611,2.7775,7.730862893,Solidago,eudicot
475,5,30,529,Gray goldenrod,90,30,8,15,28,67,9.0645,2.0492,7.391472227,Solidago,eudicot
598,6,31,551,Gray goldenrod,70,3,10,16,69,83,15.1981,1.9476,5.461208967,Solidago,eudicot
517,6,32,556,Gray goldenrod,70,15,16,17,76,79.5,14.6323,1.7363,5.433185487,Solidago,eudicot
595,6,33,587,Gray goldenrod,70,30,9,13,42,61,11.1565,1.2023,5.46766459,Solidago,eudicot
569,6,34,599,Gray goldenrod,90,3,12,17,62,20,9.7851,2.9004,2.043923925,Solidago,eudicot
573,6,35,615,Gray goldenrod,90,15,19,14,92,69,13.4447,3.0737,5.132133852,Solidago,eudicot
589,6,36,637,Gray goldenrod,90,30,9,14,NA,NA,12.9864,0.9942,#VALUE!,Solidago,eudicot
639,7,37,643,Gray goldenrod,70,3,20,10,NA,NA,NA,NA,NA,Solidago,eudicot
642,7,38,659,Gray goldenrod,70,15,12,12,147,75.5,10.1694,1.1665,7.424233485,Solidago,eudicot
648,7,39,684,Gray goldenrod,70,30,9,10,56,34.5,4.4139,2.7191,7.816216951,Solidago,eudicot
687,7,40,709,Gray goldenrod,90,3,14,14,118,83,11.7811,2.7582,7.045182538,Solidago,eudicot
656,7,41,722,Gray goldenrod,90,15,28,14,69,64.9,15.7279,1.0542,4.126425015,Solidago,eudicot
661,7,42,743,Gray goldenrod,90,30,10,15,90,74,8.2742,1.0411,8.943462812,Solidago,eudicot
755,8,43,755,Gray goldenrod,70,3,24,17,80,81.5,12.8411,4.0764,6.346808295,Solidago,eudicot
790,8,44,781,Gray goldenrod,70,15,7,7,21,16,4.9511,2.3117,3.231605098,Solidago,eudicot
740,8,45,792,Gray goldenrod,70,30,13,18,44,82,12.6459,3.8625,6.484315074,Solidago,eudicot
758,8,46,812,Gray goldenrod,90,3,17,12,45,67,9.611,2.2827,6.971178858,Solidago,eudicot
754,8,47,832,Gray goldenrod,90,15,13,12,28,19,9.2413,4.2301,2.055987794,Solidago,eudicot
767,8,48,850,Gray goldenrod,90,30,9,14,51,63.5,9.5129,2.7423,6.67514638,Solidago,eudicot
869,9,49,865,Gray goldenrod,70,3,20,10,57,54.5,8.7687,2.219,6.215288469,Solidago,eudicot
874,9,50,887,Gray goldenrod,70,15,15,13,62,71,9.5071,3.0161,7.468102786,Solidago,eudicot
847,9,51,900,Gray goldenrod,70,30,18,14,63,70,9.3028,2.6765,7.524616245,Solidago,eudicot
854,9,52,918,Gray goldenrod,90,3,17,12,40,57,10.8982,4.6458,5.230221504,Solidago,eudicot
