Plant ID,Shelter,Plot,Pot,Species,Amount,Frequency,1st leaf measurement,1st plant height measurement,2nd leaf measurement,2nd plant height measurement,Above-ground biomass,Below-ground biomass,Above- to below-ground ratio,Sp_name,Type
317,4,23,395,Canada wild rye,90,15,5,16,41,86,8.4367,11.1,10.19355909,Elymus_can,monocot
329,4,24,418,Canada wild rye,90,30,12,27,38,72,9.129,4.6221,7.886953664,Elymus_can,monocot
425,5,25,435,Canada wild rye,70,3,10,35,21,87,4.6173,4.7238,18.8421805,Elymus_can,monocot
462,5,26,457,Canada wild rye,70,15,9,27,34,69,6.7181,1.4842,10.27076108,Elymus_can,monocot
448,5,27,474,Canada wild rye,70,30,11,35,20,103.5,7.4914,2.5032,13.81584217,Elymus_can,monocot
409,5,28,487,Canada wild rye,90,3,11,26,16,39.5,2.8432,1.9159,13.89279685,Elymus_can,monocot
429,5,29,506,Canada wild rye,90,15,10,29,21,61,5.2369,1.8323,11.64811243,Elymus_can,monocot
416,5,30,518,Canada wild rye,90,30,15,26,40,67,7.3628,2.1664,9.09979899,Elymus_can,monocot
562,6,31,545,Canada wild rye,70,3,9,37,20,100.5,6.4957,4.5289,15.47177363,Elymus_can,monocot
527,6,32,561,Canada wild rye,70,15,7,33,14,104.5,6.6392,3.1284,15.73984817,Elymus_can,monocot
551,6,33,578,Canada wild rye,70,30,8,40,14,79,4.0807,1.2432,19.35942363,Elymus_can,monocot
565,6,34,597,Canada wild rye,90,3,9,33,14,89,6.395,7.7183,13.91712275,Elymus_can,monocot
584,6,35,617,Canada wild rye,90,15,4,16,11,75,3.9886,2.2186,18.80359023,Elymus_can,monocot
505,6,36,624,Canada wild rye,90,30,15,24,15,71.5,5.2925,4.1876,13.50968351,Elymus_can,monocot
622,7,37,642,Canada wild rye,70,3,13,28,19,54.5,3.9075,1.9234,13.94753679,Elymus_can,monocot
647,7,38,662,Canada wild rye,70,15,6,30,21,73.5,4.9131,3.0854,14.96000488,Elymus_can,monocot
691,7,39,690,Canada wild rye,70,30,20,32,21,99,5.9392,5.1767,16.66891164,Elymus_can,monocot
698,7,40,711,Canada wild rye,90,3,12,27,18,79,5.293,2.4193,14.92537313,Elymus_can,monocot
666,7,41,726,Canada wild rye,90,15,13,27,15,106,8.1402,2.5688,13.02179308,Elymus_can,monocot
611,7,42,733,Canada wild rye,90,30,10,25,28,54,5.0147,5.6593,10.76834108,Elymus_can,monocot
714,8,43,752,Canada wild rye,70,3,9,25,18,74,4.6026,2.2726,16.07786903,Elymus_can,monocot
783,8,44,776,Canada wild rye,70,15,15,30.5,18,90,4.646,3.9487,19.37150237,Elymus_can,monocot
756,8,45,796,Canada wild rye,70,30,7,34,18,110,6.8523,2.3455,16.0530041,Elymus_can,monocot
709,8,46,802,Canada wild rye,90,3,11,28,17,57,8.093,4.9606,7.043123687,Elymus_can,monocot
725,8,47,825,Canada wild rye,90,15,14,31,19,72.5,7.918,5.6927,9.156352614,Elymus_can,monocot
787,8,48,854,Canada wild rye,90,30,9,20,12,122,7.7668,7.0443,15.70788484,Elymus_can,monocot
888,9,49,870,Canada wild rye,70,3,4,23,10,75.5,2.3033,3.0687,32.77905614,Elymus_can,monocot
831,9,50,879,Canada wild rye,70,15,16,26,16,88,9.9565,7.4918,8.838447246,Elymus_can,monocot
820,9,51,894,Canada wild rye,70,30,15,35,25,66.5,10.9322,9.3931,6.082947623,Elymus_can,monocot
890,9,52,925,Canada wild rye,90,3,10,20,18,79,6.297,3.0216,12.54565666,Elymus_can,monocot
849,9,53,933,Canada wild rye,90,15,4,13,5,69.5,2.7122,1.2783,25.62495391,Elymus_can,monocot
861,9,54,956,Canada wild rye,90,30,11,20,26,63.5,6.8257,4.652,9.303075142,Elymus_can,monocot
999,10,55,980,Canada wild rye,70,3,8,32,23,124,14.858,9.585,8.345672365,Elymus_can,monocot
987,10,56,996,Canada wild rye,70,15,NA,NA,8,18,0.8383,2.8666,21.47202672,Elymus_can,monocot
979,10,57,1014,Canada wild rye,70,30,13,33,34,74.5,10.3602,12.0408,7.190980869,Elymus_can,monocot
910,10,58,1019,Canada wild rye,90,3,19,12,35,82,8.2752,4.9134,9.909126063,Elymus_can,monocot
983,10,59,1050,Canada wild rye,90,15,5,24,12,56,2.0924,2.1797,26.76352514,Elymus_can,monocot
902,10,60,1054,Canada wild rye,90,30,11,31,55,58.5,4.2513,6.7917,13.76049679,Elymus_can,monocot
54,1,1,14,Common boneset,70,3,34,11,92,55,10.7008,7.315,5.139802632,Eupatorium,eudicot
32,1,2,22,Common boneset,70,15,20,10,58,48,11.0684,6.2394,4.33667016,Eupatorium,eudicot
92,1,3,51,Common boneset,70,30,16,11,26,62,9.0444,3.0407,6.855070541,Eupatorium,eudicot
21,1,4,62,Common boneset,90,3,22,12,60,62,12.6596,6.1601,4.897469114,Eupatorium,eudicot
58,1,5,80,Common boneset,90,15,26,10,23,58,9.8981,5.2135,5.859710449,Eupatorium,eudicot
90,1,6,104,Common boneset,90,30,13,14,106,53,11.618,4.837,4.561886727,Eupatorium,eudicot
158,2,7,115,Common boneset,70,3,30,12,34,51.5,5.7251,2.7709,8.995476062,Eupatorium,eudicot
189,2,8,140,Common boneset,70,15,14,5.5,62,63,10.313,4.1813,6.108794725,Eupatorium,eudicot
107,2,9,142,Common boneset,70,30,32,9,88,48,14,7.5159,3.31929548,Eupatorium,eudicot
154,2,10,167,Common boneset,90,3,24,11,74,65,13.0776,4.8012,4.970330948,Eupatorium,eudicot
146,2,11,184,Common boneset,90,15,5,4,38,55,5.3028,4.6632,10.37187901,Eupatorium,eudicot
153,2,12,208,Common boneset,90,30,26,9,58,61,11.688,4.5279,5.219028063,Eupatorium,eudicot
229,3,13,220,Common boneset,70,3,22,11,24,48,NA,NA,NA,Eupatorium,eudicot
287,3,14,246,Common boneset,70,15,12,5.5,60,55,7.1203,2.9232,7.724393635,Eupatorium,eudicot
267,3,15,262,Common boneset,70,30,32,12,39,53.5,10.9469,5.307,4.887228348,Eupatorium,eudicot
227,3,16,271,Common boneset,90,3,24,9,44,62,11.0027,3.8996,5.634980505,Eupatorium,eudicot
281,3,17,296,Common boneset,90,15,24,8.5,60,53.5,7.4773,6.6341,7.1549891,Eupatorium,eudicot
217,3,18,306,Common boneset,90,30,22,12,30,55,7.6295,3.2526,7.208860345,Eupatorium,eudicot
330,4,19,325,Common boneset,70,3,24,10,54,70,10.4604,4.2647,6.691904707,Eupatorium,eudicot
344,4,20,346,Common boneset,70,15,12,11,50,65,12.3703,3.3237,5.254520909,Eupatorium,eudicot
340,4,21,365,Common boneset,70,30,22,13,28,54,6.2743,2.8993,8.606537781,Eupatorium,eudicot
385,4,22,391,Common boneset,90,3,20,12,76,57,12.2132,4.5101,4.667081518,Eupatorium,eudicot
352,4,23,400,Common boneset,90,15,22,12,52,54.5,10.1177,4.5016,5.386599721,Eupatorium,eudicot
316,4,24,414,Common boneset,90,30,32,10,72,47,9.25,5.6149,5.081081081,Eupatorium,eudicot
467,5,25,443,Common boneset,70,3,10,8,50,48,7.4801,1.712,6.41702651,Eupatorium,eudicot
454,5,26,453,Common boneset,70,15,14,7,36,56.5,5.7569,2.3953,9.814309785,Eupatorium,eudicot
431,5,27,471,Common boneset,70,30,22,12,68,56,10.2053,3.5234,5.487344811,Eupatorium,eudicot
491,5,28,500,Common boneset,90,3,20,14,42,62,9.9672,3.6664,6.220402922,Eupatorium,eudicot
402,5,29,502,Common boneset,90,15,32,12,64,52,7.6138,3.2931,6.829703959,Eupatorium,eudicot
444,5,30,523,Common boneset,90,30,18,11,70,38,7.4031,3.7518,5.132984831,Eupatorium,eudicot
510,6,31,536,Common boneset,70,3,12,10,38,73,11.7161,4.6352,6.230742312,Eupatorium,eudicot
543,6,32,563,Common boneset,70,15,32,12,33,48,6.119,3.3534,7.844419023,Eupatorium,eudicot
539,6,33,576,Common boneset,70,30,26,12,40,58.5,9.3931,3.7272,6.227975855,Eupatorium,eudicot
547,6,34,594,Common boneset,90,3,20,12,68,65,12.8344,2.8429,5.064514118,Eupatorium,eudicot
579,6,35,616,Common boneset,90,15,28,10,66,57,12.1769,9.1119,4.680994342,Eupatorium,eudicot
597,6,36,639,Common boneset,90,30,24,12,68,64,10.7132,2.9878,5.973938692,Eupatorium,eudicot
610,7,37,640,Common boneset,70,3,34,14,46,52,7.5237,4.0502,6.911493015,Eupatorium,eudicot
637,7,38,658,Common boneset,70,15,22,12,36,56.5,7.0958,1.8034,7.962456665,Eupatorium,eudicot
676,7,39,687,Common boneset,70,30,12,7,30,44,4.6734,1.7554,9.414986947,Eupatorium,eudicot
660,7,40,705,Common boneset,90,3,26,12,64,55,9.8499,2.5767,5.583813034,Eupatorium,eudicot
663,7,41,725,Common boneset,90,15,48,14,78,61,11.5741,3.3829,5.270388194,Eupatorium,eudicot
653,7,42,741,Common boneset,90,30,16,12,82,45.5,6.7018,2.5966,6.789220806,Eupatorium,eudicot
745,8,43,754,Common boneset,70,3,6,13,50,55,10.5816,3.8797,5.197701671,Eupatorium,eudicot
769,8,44,772,Common boneset,70,15,16,10,32,54,10.7413,4.4989,5.027324439,Eupatorium,eudicot
780,8,45,800,Common boneset,70,30,46,14,82,61.5,11.7283,4.8648,5.243726712,Eupatorium,eudicot
747,8,46,808,Common boneset,90,3,26,8,50,72,12.3525,4.7419,5.828779599,Eupatorium,eudicot
737,8,47,828,Common boneset,90,15,30,11,54,41,11.6063,4.3634,3.532564211,Eupatorium,eudicot
782,8,48,853,Common boneset,90,30,16,8,30,40,5.0498,3.8075,7.921105786,Eupatorium,eudicot
886,9,49,869,Common boneset,70,3,16,14,18,38.5,4.8212,4.6392,7.98556376,Eupatorium,eudicot
807,9,50,876,Common boneset,70,15,14,10,54,57,8.4021,2.4946,6.784018281,Eupatorium,eudicot
894,9,51,908,Common boneset,70,30,24,14,41,55,10.0171,3.956,5.490611055,Eupatorium,eudicot
892,9,52,927,Common boneset,90,3,26,12,54,52.5,6.878,2.8245,7.633032858,Eupatorium,eudicot
828,9,53,929,Common boneset,90,15,18,8,52,53,9.5485,10.5217,5.550610043,Eupatorium,eudicot
864,9,54,957,Common boneset,90,30,16,15,36,56,5.6492,2.5734,9.912908022,Eupatorium,eudicot
996,10,55,979,Common boneset,70,3,22,10,32,64.5,11.2734,6.627,5.721432753,Eupatorium,eudicot
961,10,56,994,Common boneset,70,15,14,10,18,55,7.4228,4.7541,7.409602845,Eupatorium,eudicot
905,10,57,1000,Common boneset,70,30,NA,NA,NA,NA,NA,NA,NA,Eupatorium,eudicot
993,10,58,1034,Common boneset,90,3,14,14,56,75,8.8496,4.8311,8.47495932,Eupatorium,eudicot
970,10,59,1047,Common boneset,90,15,26,11,58,64.5,12.5585,7.3852,5.13596369,Eupatorium,eudicot
917,10,60,1058,Common boneset,90,30,18,10,72,53.5,7.6771,6.0777,6.968777273,Eupatorium,eudicot
25,1,1,6,Common evening primrose,70,3,19,10,29,32,19.2131,2.8267,1.665530289,Oenothera,eudicot
53,1,2,25,Common evening primrose,70,15,33,11,53,94,19.4767,3.3878,4.826279606,Oenothera,eudicot
78,1,3,47,Common evening primrose,70,30,20,16,57,115.5,22.5089,2.983,5.131303618,Oenothera,eudicot
63,1,4,65,Common evening primrose,90,3,32,15,28,100.5,NA,NA,NA,Oenothera,eudicot
100,1,5,90,Common evening primrose,90,15,17,17,32,110.5,16.1581,1.8028,6.838675339,Oenothera,eudicot
33,1,6,93,Common evening primrose,90,30,13,10.5,35,86,12.7866,1.478,6.725791063,Oenothera,eudicot
108,2,7,106,Common evening primrose,70,3,34,13,43,102,17.2382,1.6347,5.917091112,Oenothera,eudicot
190,2,8,141,Common evening primrose,70,15,24,15,39,114,21.0801,6.4213,5.407943985,Oenothera,eudicot
192,2,9,158,Common evening primrose,70,30,29,17,36,111,21.8449,3.4837,5.081277552,Oenothera,eudicot
160,2,10,170,Common evening primrose,90,3,11,19,21,114.5,13.1139,1.8616,8.731193619,Oenothera,eudicot
150,2,11,187,Common evening primrose,90,15,15,13,29,36,21.3136,4.5852,1.689062383,Oenothera,eudicot
147,2,12,204,Common evening primrose,90,30,21,11,26,98,12.3251,1.6417,7.951253945,Oenothera,eudicot
238,3,13,222,Common evening primrose,70,3,32,15,44,123,26.8595,6.5163,4.57938532,Oenothera,eudicot
285,3,14,245,Common evening primrose,70,15,20,10,42,116.5,21.9398,4.4569,5.309984594,Oenothera,eudicot
224,3,15,252,Common evening primrose,70,30,17,11,47,28,29.5767,6.3455,0.946691145,Oenothera,eudicot
275,3,16,279,Common evening primrose,90,3,12,10,37,116,21.8559,2.1589,5.307491341,Oenothera,eudicot
297,3,17,303,Common evening primrose,90,15,12,13,51,35,36.8795,6.1137,0.949036728,Oenothera,eudicot
222,3,18,307,Common evening primrose,90,30,34,14,34,89,27.8834,4.6625,3.191863259,Oenothera,eudicot
351,4,19,330,Common evening primrose,70,3,25,11,38,102.5,22.3637,2.0298,4.583320291,Oenothera,eudicot
398,4,20,356,Common evening primrose,70,15,24,13,46,110.5,28.6196,5.6827,3.86099037,Oenothera,eudicot
319,4,21,360,Common evening primrose,70,30,19,15,44,114,17.0013,1.9538,6.705369589,Oenothera,eudicot
382,4,22,390,Common evening primrose,90,3,24,10,37,103,23.4034,1.7431,4.40106993,Oenothera,eudicot
356,4,23,402,Common evening primrose,90,15,23,10,34,88,21.728,2.3104,4.050073638,Oenothera,eudicot
348,4,24,422,Common evening primrose,90,30,20,18,26,129.5,17.1192,2.7345,7.564605823,Oenothera,eudicot
417,5,25,432,Common evening primrose,70,3,10,13,33,24,20.0391,5.1341,1.197658577,Oenothera,eudicot
435,5,26,452,Common evening primrose,70,15,21,19,61,112,20.3557,2.3717,5.502144363,Oenothera,eudicot
413,5,27,467,Common evening primrose,70,30,8,16,34,38,17.5709,2.2555,2.162666682,Oenothera,eudicot
424,5,28,490,Common evening primrose,90,3,24,14,53,139,24.1824,2.3069,5.747982003,Oenothera,eudicot
484,5,29,512,Common evening primrose,90,15,14,10,28,24,19.1812,3.7562,1.251225158,Oenothera,eudicot
466,5,30,526,Common evening primrose,90,30,14,12,81,126,30.719,2.8467,4.101696019,Oenothera,eudicot
558,6,31,544,Common evening primrose,70,3,31,13,37,23,24.5564,7.4359,0.936619374,Oenothera,eudicot
525,6,32,559,Common evening primrose,70,15,13,9,35,108,21.8038,1.9325,4.953265027,Oenothera,eudicot
504,6,33,571,Common evening primrose,70,30,11,14,25,32,22.3093,4.9696,1.434379384,Oenothera,eudicot
518,6,34,591,Common evening primrose,90,3,21,18,54,96,23.8644,4.5356,4.022728416,Oenothera,eudicot
526,6,35,607,Common evening primrose,90,15,26,14,50,74,20.0664,2.82,3.687756648,Oenothera,eudicot
566,6,36,633,Common evening primrose,90,30,23,16,56,50,25.7782,4.3278,1.939623403,Oenothera,eudicot
683,7,37,656,Common evening primrose,70,3,26,15,116,103.5,24.0212,3.1771,4.308693987,Oenothera,eudicot
667,7,38,666,Common evening primrose,70,15,22,11,47,58,12.8316,1.556,4.520091025,Oenothera,eudicot
605,7,39,678,Common evening primrose,70,30,14,16,59,58,25.2208,3.5886,2.299689145,Oenothera,eudicot
620,7,40,697,Common evening primrose,90,3,11,18,116,126,22.119,2.2459,5.696460057,Oenothera,eudicot
619,7,41,716,Common evening primrose,90,15,32,8,39,104,13.2954,1.6191,7.822254314,Oenothera,eudicot
651,7,42,740,Common evening primrose,90,30,22,13,65,106,18.2022,2.755,5.823471888,Oenothera,eudicot
776,8,43,760,Common evening primrose,70,3,34,17,54,113.5,26.9827,5.0243,4.206398915,Oenothera,eudicot
733,8,44,768,Common evening primrose,70,15,15,12,58,120.5,26.3035,2.8621,4.581139392,Oenothera,eudicot
702,8,45,784,Common evening primrose,70,30,18,11,37,32,28.1072,9.3372,1.138498321,Oenothera,eudicot
761,8,46,814,Common evening primrose,90,3,10,12,57,29,33.1512,6.042,0.874779797,Oenothera,eudicot
800,8,47,837,Common evening primrose,90,15,10,10,63,128,37.5613,6.5687,3.407762777,Oenothera,eudicot
703,8,48,838,Common evening primrose,90,30,22,15,53,112,19.2732,3.5018,5.811178216,Oenothera,eudicot
843,9,49,861,Common evening primrose,70,3,16,11,45,32,18.8233,2.6696,1.700020719,Oenothera,eudicot
877,9,50,889,Common evening primrose,70,15,24,9,51,81,13.5437,1.7379,5.980640445,Oenothera,eudicot
839,9,51,899,Common evening primrose,70,30,22,9,53,124,17.3274,1.7751,7.156295809,Oenothera,eudicot
871,9,52,923,Common evening primrose,90,3,25,11,46,86,21.2068,4.2103,4.055303016,Oenothera,eudicot
832,9,53,930,Common evening primrose,90,15,16,21,49,116.5,31.0505,5.7482,3.751952465,Oenothera,eudicot
837,9,54,955,Common evening primrose,90,30,15,8,31,25,12.4403,2.8248,2.009597839,Oenothera,eudicot
933,10,55,967,Common evening primrose,70,3,24,18,34,94,19.1469,2.0981,4.909410923,Oenothera,eudicot
958,10,56,993,Common evening primrose,70,15,15,3,78,119,24.9448,3.4493,4.770533338,Oenothera,eudicot
972,10,57,1010,Common evening primrose,70,30,19,17,58,115.5,14.2151,1.4401,8.125162679,Oenothera,eudicot
912,10,58,1021,Common evening primrose,90,3,4,20,75,127.5,27.385,5.9029,4.655833485,Oenothera,eudicot
982,10,59,1049,Common evening primrose,90,15,8,11,40,30,25.0646,8.4089,1.196907192,Oenothera,eudicot
930,10,60,1062,Common evening primrose,90,30,15,18,72,135,21.7936,4.2221,6.194479113,Oenothera,eudicot
29,1,1,7,Flowering spurge,70,3,3,8,40,59,1.9357,4.0899,30.47992974,Euphorbia,eudicot
10,1,2,19,Flowering spurge,70,15,8,11,48,63,3.0414,6.9501,20.7141448,Euphorbia,eudicot
89,1,3,50,Flowering spurge,70,30,10,11.5,10,34.5,1.9998,3.7795,17.25172517,Euphorbia,eudicot
99,1,4,72,Flowering spurge,90,3,10,12,41,45,3.1262,3.9422,14.39447252,Euphorbia,eudicot
19,1,5,76,Flowering spurge,90,15,6,5.5,NA,NA,NA,NA,NA,Euphorbia,eudicot
87,1,6,103,Flowering spurge,90,30,16,12,58,29,1.1329,4.9617,25.59802277,Euphorbia,eudicot
118,2,7,108,Flowering spurge,70,3,10,12,46,49,3.2506,4.8994,15.07414016,Euphorbia,eudicot
134,2,8,130,Flowering spurge,70,15,4,6,37,59,1.3263,3.9717,44.48465656,Euphorbia,eudicot
143,2,9,154,Flowering spurge,70,30,6,11,50,58,1.6684,4.0202,34.7638456,Euphorbia,eudicot
144,2,10,166,Flowering spurge,90,3,15,15,44,56.5,2.1237,2.2373,26.60451099,Euphorbia,eudicot
173,2,11,189,Flowering spurge,90,15,4,11,51,57,3.7158,3.5135,15.33989989,Euphorbia,eudicot
152,2,12,207,Flowering spurge,90,30,23,12,71,45,2.9896,11.4068,15.05218089,Euphorbia,eudicot
248,3,13,225,Flowering spurge,70,3,4,9,46,42.5,1.6229,2.4431,26.18768871,Euphorbia,eudicot
202,3,14,232,Flowering spurge,70,15,11,11,28,31,NA,NA,NA,Euphorbia,eudicot
201,3,15,250,Flowering spurge,70,30,15,9,60,34,1.2848,4.1045,26.46326276,Euphorbia,eudicot
295,3,16,283,Flowering spurge,90,3,NA,NA,94,60,3.5598,8.188,16.85487949,Euphorbia,eudicot
247,3,17,290,Flowering spurge,90,15,12,12,74,46,2.6593,5.4241,17.29778513,Euphorbia,eudicot
257,3,18,315,Flowering spurge,90,30,5,10.5,37,43,2.1466,3.2597,20.031678,Euphorbia,eudicot
384,4,19,336,Flowering spurge,70,3,2,6,50,45,1.3273,3.3358,33.90341294,Euphorbia,eudicot
383,4,20,354,Flowering spurge,70,15,10,8,71,44,1.8662,5.3715,23.5773229,Euphorbia,eudicot
342,4,21,366,Flowering spurge,70,30,8,5,49,29,1.4259,4.6555,20.33803212,Euphorbia,eudicot
366,4,22,388,Flowering spurge,90,3,3,8,36,37,0.6454,0.9614,57.32878835,Euphorbia,eudicot
314,4,23,394,Flowering spurge,90,15,11,11,97,43,2.7953,8.4024,15.38296426,Euphorbia,eudicot
391,4,24,429,Flowering spurge,90,30,3,10,46,43,2.0943,4.06,20.53191997,Euphorbia,eudicot
432,5,25,436,Flowering spurge,70,3,9,7,74,41.5,3.0039,5.9896,13.81537335,Euphorbia,eudicot
479,5,26,462,Flowering spurge,70,15,15,16,91,46,4.3762,4.5882,10.51140259,Euphorbia,eudicot
469,5,27,478,Flowering spurge,70,30,17,11,97,47.5,2.3716,8.9118,20.02867263,Euphorbia,eudicot
451,5,28,496,Flowering spurge,90,3,10,10,83,35,3.4234,3.9701,10.22375416,Euphorbia,eudicot
498,5,29,516,Flowering spurge,90,15,7,15,62,49.5,2.3869,9.5152,20.73819599,Euphorbia,eudicot
430,5,30,520,Flowering spurge,90,30,17,13,105,48,3.1875,6.0217,15.05882353,Euphorbia,eudicot
600,6,31,552,Flowering spurge,70,3,13,8,37,42,1.763,2.965,23.82302893,Euphorbia,eudicot
561,6,32,567,Flowering spurge,70,15,5,9,49,46,1.9346,4.1833,23.77752507,Euphorbia,eudicot
560,6,33,579,Flowering spurge,70,30,6,13,61,42,NA,NA,NA,Euphorbia,eudicot
582,6,34,602,Flowering spurge,90,3,3,16,69,56,3.0611,2.666,18.29407729,Euphorbia,eudicot
553,6,35,612,Flowering spurge,90,15,10,11,87,57.5,3.4871,8.0135,16.48934645,Euphorbia,eudicot
530,6,36,628,Flowering spurge,90,30,5,11,54,41,3.0073,6.853,13.63349184,Euphorbia,eudicot
682,7,37,655,Flowering spurge,70,3,10,11,122,48,4.0874,4.7672,11.74340657,Euphorbia,eudicot
665,7,38,665,Flowering spurge,70,15,6,16,56,55.5,2.2724,4.0154,24.42351699,Euphorbia,eudicot
652,7,39,686,Flowering spurge,70,30,14,12,119,40,3.1286,5.5599,12.78527137,Euphorbia,eudicot
664,7,40,706,Flowering spurge,90,3,5,10,NA,NA,NA,NA,NA,Euphorbia,eudicot
685,7,41,728,Flowering spurge,90,15,3,9,19,41,0.8548,1.7131,47.96443613,Euphorbia,eudicot
623,7,42,738,Flowering spurge,90,30,8,11,70,46.5,1.6257,4.5677,28.6030633,Euphorbia,eudicot
760,8,43,756,Flowering spurge,70,3,6,6,65,45.5,2.3537,5.3523,19.33126567,Euphorbia,eudicot
789,8,44,779,Flowering spurge,70,15,8,8,49,40,2.1485,3.9985,18.61764021,Euphorbia,eudicot
742,8,45,793,Flowering spurge,70,30,10,13,31,42,1.5795,5.2757,26.59069326,Euphorbia,eudicot
793,8,46,819,Flowering spurge,90,3,13,10,103,43,3.529,7.6932,12.18475489,Euphorbia,eudicot
741,8,47,829,Flowering spurge,90,15,18,15,71,46,2.1311,7.9413,21.5850969,Euphorbia,eudicot
752,8,48,847,Flowering spurge,90,30,4,11,44,58,1.458,2.2104,39.78052126,Euphorbia,eudicot
827,9,49,859,Flowering spurge,70,3,14,10,71,38,1.9951,5.2902,19.04666433,Euphorbia,eudicot
855,9,50,886,Flowering spurge,70,15,13,11,71,49,2.2959,2.3887,21.34239296,Euphorbia,eudicot
879,9,51,905,Flowering spurge,70,30,11,12,63,50,1.9871,4.2237,25.16229681,Euphorbia,eudicot
863,9,52,920,Flowering spurge,90,3,5,12,43,54,2.1922,3.7519,24.63278898,Euphorbia,eudicot
872,9,53,941,Flowering spurge,90,15,10,17,62,45,2.5928,1.6072,17.3557544,Euphorbia,eudicot
826,9,54,953,Flowering spurge,90,30,17,10,64,42,2.4081,4.879,17.44113617,Euphorbia,eudicot
937,10,55,968,Flowering spurge,70,3,15,7,99,38,2.2136,4.8238,17.16660643,Euphorbia,eudicot
908,10,56,982,Flowering spurge,70,15,32,13,80,48.5,2.9613,4.6802,16.37794212,Euphorbia,eudicot
923,10,57,1006,Flowering spurge,70,30,8,13,206,53,3.3171,9.8054,15.97781194,Euphorbia,eudicot
906,10,58,1018,Flowering spurge,90,3,17,18,156,49,2.9506,4.5741,16.60679184,Euphorbia,eudicot
964,10,59,1045,Flowering spurge,90,15,30,11,239,40,3.4084,8.7843,11.73571177,Euphorbia,eudicot
992,10,60,1070,Flowering spurge,90,30,19,11,216,55,4.1714,2.4602,13.18502182,Euphorbia,eudicot
49,1,1,12,Golden alexanders,70,3,12,16,26,20,2.9167,2.2321,6.857064491,Zizia,eudicot
66,1,2,28,Golden alexanders,70,15,14,20,17,14,2.049,2.4031,6.832601269,Zizia,eudicot
16,1,3,39,Golden alexanders,70,30,31,22.5,31,11,3.963,10.2682,2.775674994,Zizia,eudicot
94,1,4,71,Golden alexanders,90,3,29,20,22,18,3.2137,7.2618,5.60102063,Zizia,eudicot
72,1,5,85,Golden alexanders,90,15,16,19,25,14,3.4122,4.4388,4.102924799,Zizia,eudicot
93,1,6,105,Golden alexanders,90,30,18,31,32,14.5,3.7313,4.4788,3.886045078,Zizia,eudicot
195,2,7,121,Golden alexanders,70,3,13,30,NA,NA,NA,NA,NA,Zizia,eudicot
123,2,8,127,Golden alexanders,70,15,13,14,26,19.5,2.4947,4.0189,7.816571131,Zizia,eudicot
135,2,9,149,Golden alexanders,70,30,34,33,29,14,2.7555,4.5266,5.080747596,Zizia,eudicot
157,2,10,168,Golden alexanders,90,3,23,20,19,15,2.4403,3.4736,6.146785231,Zizia,eudicot
176,2,11,191,Golden alexanders,90,15,17,42,16,16,2.752,3.8304,5.813953488,Zizia,eudicot
111,2,12,198,Golden alexanders,90,30,20,21,30,21,4.1527,4.5089,5.056950899,Zizia,eudicot
279,3,13,230,Golden alexanders,70,3,33,20,28,18.5,2.3052,6.7471,8.025334027,Zizia,eudicot
244,3,14,239,Golden alexanders,70,15,6,20,13,11,1.2943,2.299,8.498802441,Zizia,eudicot
252,3,15,256,Golden alexanders,70,30,11,14,NA,NA,NA,NA,NA,Zizia,eudicot
251,3,16,276,Golden alexanders,90,3,45,16,38,14,5.5508,8.2378,2.522158968,Zizia,eudicot
260,3,17,294,Golden alexanders,90,15,34,22,25,16.5,3.9029,7.704,4.227625612,Zizia,eudicot
268,3,18,318,Golden alexanders,90,30,28,22,41,19,2.6836,6.6699,7.080041735,Zizia,eudicot
394,4,19,338,Golden alexanders,70,3,13,23,28,12,3.3296,4.7838,3.604036521,Zizia,eudicot
377,4,20,353,Golden alexanders,70,15,20,26,32,16,2.3803,3.1922,6.721841785,Zizia,eudicot
393,4,21,374,Golden alexanders,70,30,17,21,27,13,3.5188,6.2437,3.694441287,Zizia,eudicot
312,4,22,379,Golden alexanders,90,3,23,32,15,9.5,2.5622,2.894,3.707751151,Zizia,eudicot
378,4,23,404,Golden alexanders,90,15,43,30,31,12,3.2597,5.4061,3.681320367,Zizia,eudicot
335,4,24,419,Golden alexanders,90,30,27,22,26,12,3.5442,7.9251,3.385813442,Zizia,eudicot
436,5,25,437,Golden alexanders,70,3,12,36,14,14,1.5843,4.6785,8.836710219,Zizia,eudicot
486,5,26,464,Golden alexanders,70,15,14,43,35,12,3.2009,3.2683,3.748945609,Zizia,eudicot
410,5,27,466,Golden alexanders,70,30,22,26.5,17,26,1.9314,1.8864,13.4617376,Zizia,eudicot
419,5,28,488,Golden alexanders,90,3,22,18,30,12.5,2.73,5.8415,4.578754579,Zizia,eudicot
489,5,29,513,Golden alexanders,90,15,24,38,22,18,3.3689,4.8146,5.342990294,Zizia,eudicot
483,5,30,531,Golden alexanders,90,30,22,15,37,15,3.1813,4.4969,4.715053594,Zizia,eudicot
591,6,31,550,Golden alexanders,70,3,30,14,13,12,1.0954,4.0238,10.95490232,Zizia,eudicot
516,6,32,554,Golden alexanders,70,15,26,25,38,15,3.5365,4.0151,4.241481691,Zizia,eudicot
568,6,33,581,Golden alexanders,70,30,27,18,25,15,3.458,2.112,4.337767496,Zizia,eudicot
555,6,34,596,Golden alexanders,90,3,15,36,11,50.5,1.9232,1.7146,26.25831947,Zizia,eudicot
